Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link
"2BR House for Sale at New Fields Phase 2 in Manna East, Teresa, Rizal | Futura by Fil...","Dalig, Teresa",House,"House,single-family-house",90,43.36,None,2,1,121.214021,14.566756,None,3600000,https://www.lamudi.com.ph/2br-house-and-lot-for-sale-at-new-fields-phase-2-i-166070880222.html
Commercial/Industrial Lot For Sale in Gen. Trias Cavite.,"San Francisco, General Trias",Land,"Land,commercial-lot",8522,None,None,None,None,120.918355,14.312446,None,102264000,https://www.lamudi.com.ph/commercial-industrial-lot-for-sale-in-gen-trias-ca-166070522293.html
"House and lot for sale in Camella Silang, Cavite w/ Tagaytay weather! Rush sale!","Buho, Silang",House,"House,single-family-house",105,83,None,4,3,120.959807,14.14031,None,6300000,https://www.lamudi.com.ph/house-and-lot-for-sale-in-camella-silang-cavite-w-16606998474.html
Western style House and Lot for Sale!,"Catalunan Pequeno, Davao",House,"House,single-family-house",464,380,None,6,3,125.5237999,7.0743578,None,25000000,https://www.lamudi.com.ph/western-style-house-and-lot-for-sale-166069510776.html
Brandnew modern contemporary house and lot for sale!,"Cuayan, Angeles",House,"House,single-family-house",154,200,None,3,3,120.579214,15.13943,None,14200000,https://www.lamudi.com.ph/brandnew-modern-contemporary-house-and-lot-for-sal-16606901765.html
"For Sale 3 Bedroom Unit at The Albany Luxury Residences, Taguig City","Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",None,134.5,None,3,4,121.050318,14.540867,The Albany Luxury Residences ,36600000,https://www.lamudi.com.ph/for-sale-3-bedroom-condo-unit-in-the-albany-luxury-166067303011.html
For Sale Pacdal House near Circle Park in Baguio City,"Pacdal, Baguio",House,"House,townhouse",160,350,2,8,4,120.619739,16.42835,None,15000000,https://www.lamudi.com.ph/pacdal-house-duplex-near-circle-park-baguio-city-166065833739.html
"For Sale Overlooking House and Lot in Inarawan, Antipolo City","Inarawan, Antipolo",House,"House,single-family-house",240,180,None,3,3,121.240436,14.670622,None,14500000,https://www.lamudi.com.ph/overlooking-house-and-lot-in-antipolo-166064933797.html
"GH - For Sale: 3 Bedroom Unit in Grand Hyatt Manila Residences, BGC, Taguig","Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",None,300,2,3,3,121.050318,14.540867,Grand Hyatt Manila,105000000,https://www.lamudi.com.ph/gh-for-sale-3-bedroom-unit-in-grand-hyatt-manila-r-166063553543.html
"2Bedroom Rent to Own near BGC,Makati,Ortigas for Sale Unit 34NO Axis Residences","Barangka Ilaya, Mandaluyong",Condominium,"Condominium,double-bedroom",None,52,None,2,2,121.04641,14.571338,Axis Residences,9209201,https://www.lamudi.com.ph/2bedroom-rent-to-own-near-bgc-makati-ortigas-for-s-166062936214.html
"Condo near BGC,Makati,&Ortigas Studio Unit 34S Axis Residences Rent to Own","Buayang Bato, Mandaluyong",Condominium,"Condominium,studio",None,24,None,1,1,121.051068,14.569686,Axis Residences,4320129,https://www.lamudi.com.ph/condo-near-bgc-makati-ortigas-studio-unit-21l-axis-166062899951.html
"For sale Studio Condominium unit Near NAIA Airport, Paranaque City","Merville, Paranaque",Condominium,"Condominium,studio",None,32.5,None,1,1,121.0366406,14.49966341,Woodsville Crest,6600000,https://www.lamudi.com.ph/for-sale-studio-unit-near-naia-airport-para-aque-c-166062605863.html
ADG - FOR SALE: Old House along D Tuazon Sta. Mesa Heights QC,"Maharlika, Quezon City",Land,"Land,residential-lot",800,None,None,None,None,120.996952,14.633569,None,165000000,https://www.lamudi.com.ph/adg-for-sale-old-house-along-d-tuazon-sta-mesa-hei-166062480144.html
Pre-selling 1 Bedroom Condo at the back of Robinsons Galleria Cebu Mall near SRP,"Cogon Ramos, Cebu",Condominium,"Condominium,single-bedroom",None,40.5,None,1,1,123.883279,10.3380996,galleria residences cebu,8900000,https://www.lamudi.com.ph/pre-selling-1-bedroom-condo-at-the-back-of-robinso-166062473777.html
Cubao Lot for Sale in Quezon City with Existing Bungalow House Nr. Farmers Plaza,"Cubao, Quezon City",Land,"Land,residential-lot",600,None,None,None,None,121.0572,14.61777,None,78000000,https://www.lamudi.com.ph/cubao-lot-for-sale-in-quezon-city-with-existing-bu-166061873149.html
brandnew modern tropical house for sale!,"Cuayan, Angeles",House,"House,single-family-house",154,200,2,4,4,120.579214,15.13943,None,13500000,https://www.lamudi.com.ph/brandnew-modern-tropical-house-for-sale-166060941624.html
Commercial/Residential Lot For Sale in Tagaytay.  8 Hectare,"Dapdap East, Tagaytay",Land,"Land,agricutural-lot",80561,None,None,None,None,121.0291993,14.1558352,None,523646500,https://www.lamudi.com.ph/commercial-residential-lot-for-sale-in-tagaytay-8-16606058872.html
Lot Only Subd. at Ronda Cebu,"Santa Cruz, Ronda",Land,"Land,residential-lot",100,None,None,None,None,123.4146169,10.0180937,None,500000,https://www.lamudi.com.ph/lot-only-subd-at-ronda-cebu-166057864298.html
Mirala Nuvali Lot For Sale 351sqm,"Canlubang, Calamba",Land,"Land,residential-lot",351,None,None,None,None,121.0533622,14.1857173,None,10881000,https://www.lamudi.com.ph/mirala-nuvali-lot-for-sale-351sqm-166055961597.html
Beach residences Playa Laiya,"Laiya-Ibabao, San Juan",Land,"Land,residential-lot",286,None,None,None,None,121.422891,13.673186,None,9581000,https://www.lamudi.com.ph/beach-residences-playa-laiya-166055783798.html
"For Sale: 4 Bedroom Florentine House at Diamond Heights Subdivision, Davao City","Communal, Davao",House,"House,single-family-house",80,77.67,1,4,3,125.6287105,7.1418209,None,4426480.59,https://www.lamudi.com.ph/for-sale-4-bedroom-florentine-house-at-diamond-hei-166055743015.html
The Hampton place at Greenwoods South,"Pallocan Kanluran, Batangas City",House,"House,villas",120,75,None,3,2,121.0703122,13.7559187,None,4925000,https://www.lamudi.com.ph/the-hampton-place-at-greenwoods-south-166055673237.html
One Pontefino 1 bedroom for sale,"Pallocan Silangan, Batangas City",Condominium,"Condominium,single-bedroom",None,41.2,None,1,1,121.0799614,13.752805,SOHO unit,5562000,https://www.lamudi.com.ph/one-pontefino-166055612299.html
Pontefino Estates 3 bedroom for sale,"Pallocan Silangan, Batangas City",House,"House,villas",220,220,None,3,4,121.0799614,13.752805,None,17500000,https://www.lamudi.com.ph/pontefino-estates-166055525786.html
The Premium Inland Resort Condominiums,"Tibig, Lipa",Condominium,"Condominium,double-bedroom",None,40.26,None,2,1,121.2079656,13.9504093,Maculot/ treeline/ sunset,6541000,https://www.lamudi.com.ph/the-premium-inland-resort-condominiums-166055444112.html
High end lot in Forbes States Lipa,"Inosloban, Lipa",Land,"Land,residential-lot",487,None,None,None,None,121.1701226,13.9775271,None,14034172,https://www.lamudi.com.ph/high-end-lot-in-forbes-states-lipa-166055387064.html
The Glens San Pedro Laguna For sale House and Lot,"San Antonio, San Pedro",House,"House,single-family-house",100,80,None,3,2,121.0433415,14.3669314,None,6000000,https://www.lamudi.com.ph/the-glens-san-pedro-laguna-166055284258.html
"Commercial Warehouse and Lot for Sale in Catmon, Malabon","Catmon, Malabon",Commercial,"Commercial,warehouse",1347,684,None,None,None,120.9602737,14.6696392,None,38000000,https://www.lamudi.com.ph/684sqm-warehouse-for-sale-in-catmon-malabon-166055222318.html
"For Sale: Elin Model Townhouse at El Pueblo Del Rio in Sta. Maria City, Bulacan","Cay Pombo, Santa Maria",House,"House,townhouse",44,38.4,1,2,1,120.9778775,14.8531313,None,1380000,https://www.lamudi.com.ph/for-sale-elin-model-townhouse-at-el-pueblo-del-rio-166054811731.html
"For Sale Skyline Premiere 2-Bedroom Unit - One Balete Compound, Quezon City","Kaunlaran, Quezon City",Condominium,"Condominium,double-bedroom",None,153,2,2,2,121.04641,14.617893,Skyline Premiere,32000000,https://www.lamudi.com.ph/skyline-premiere-2br-unit-one-balete-compound-166054654221.html
"For Sale: 2 Bedroom Unit at Midori Located in Santo Tomas City, Batangas","San Antonio, Santo Tomas",Condominium,"Condominium,double-bedroom",None,50,None,2,1,121.161986,14.121415,Midori ,2744000,https://www.lamudi.com.ph/for-sale-2-bedroom-unit-at-midori-located-in-santo-166054351019.html
"For Sale: Bettina IU Select at Bria Homes Montalban Located at Rodriguez, Rizal","San Jose, Rodriguez",House,"House,townhouse",36,44,1,2,1,121.136064,14.751305,None,1933000,https://www.lamudi.com.ph/for-sale-bettina-iu-select-at-bria-homes-montalban-166053346632.html
"For Sale: B-Series House at Bria Homes Montalban Located at Rodriguez, Rizal","San Jose, Rodriguez",House,"House,townhouse",87,44,1,2,1,121.136064,14.751305,None,3137000,https://www.lamudi.com.ph/for-sale-b-series-house-at-bria-homes-montalban-lo-166053346368.html
For Sale: Bettina Prime House at Bria Homes Montalban Located at Rodriguez Rizal,"San Jose, Rodriguez",House,"House,townhouse",88,44,1,2,1,121.1324148,14.74310662,None,3157000,https://www.lamudi.com.ph/for-sale-bettina-prime-house-at-bria-homes-montalb-166053300567.html
Tagaytay Forbes - Two houses in a combined a 240 SQM lot!,"Iruhin South, Tagaytay",House,"House,single-family-house",240,130,None,3,3,121.0077105,14.1272957,None,11000000,https://www.lamudi.com.ph/tagaytay-forbes-two-houses-in-a-combined-a-240-sqm-166053253478.html
"ESSENSA 3BR FOR SALE: 290 sqm, Nicely Interiored, 3 parking, P95M negotiable","Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",None,290,3,3,5,121.050318,14.540867,Essensa East Forbes,95000000,https://www.lamudi.com.ph/essensa-3br-for-sale-290-sqm-nicely-interiored-3-p-166050597258.html
"Park Triangle Corporate Plaza: Whole Flr Office Space for Sale: 1,645m2, 35 prkg","Fort Bonifacio, Taguig",Commercial,"Commercial,offices",0,1645,35,None,None,121.050318,14.540867,None,630000000,https://www.lamudi.com.ph/park-triangle-corporate-plaza-whole-flr-office-spa-166050424239.html
"Park Triangle Corporate Plaza: Office Space for Sale: 150 sqm, 2 parking, P41.5M","Fort Bonifacio, Taguig",Commercial,"Commercial,offices",0,150,None,None,None,121.050318,14.540867,None,41500000,https://www.lamudi.com.ph/park-triangle-corporate-plaza-office-space-for-sal-166050373564.html
2 bedroom with parking condo for sale in oak harbor near okada,"Don Galo, Paranaque",Condominium,"Condominium,double-bedroom",None,97,1,2,2,120.9798055,14.50599261,Oak Harbor Residences,19500000,https://www.lamudi.com.ph/2-bedroom-with-parking-condo-for-sale-near-okada-166049371463.html
"Brand New House for Sale near Ayala Marquee Mall in Angeles City, Pampanga!","Cuayan, Angeles",House,"House,single-family-house",176,211,None,4,4,120.579214,15.13943,None,13000000,https://www.lamudi.com.ph/brand-new-house-for-sale-near-ayala-marquee-mall-i-166047004713.html
"LOT Near Tiongson Grocery and Dept Store - Campo Sioco, Baguio Lot For Sale","Santo Rosario, Baguio",Land,"Land,residential-lot",407,None,None,None,None,120.5872452,16.4009423,None,6919000,https://www.lamudi.com.ph/lot-near-tiongson-grocery-and-dept-store-campo-sio-166046997242.html
Brand New Modern Industrial Retro Residential House with Sauna and Pool!,"Cuayan, Angeles",House,"House,single-family-house",240,330,None,4,6,120.579214,15.13943,None,22500000,https://www.lamudi.com.ph/brand-new-modern-industrial-retro-residential-hous-166046941189.html
Brand New Modern Tropical Industrial Theme House,"Cuayan, Angeles",House,"House,single-family-house",154,200,None,3,4,120.579214,15.13943,None,13500000,https://www.lamudi.com.ph/brand-new-modern-tropical-industrial-theme-house-166046866111.html
For sale Farm lot in Bagac country farm highlands,"Binuangan, Bagac",Land,"Land,agricutural-lot",500,None,None,None,None,120.419994,14.512086,None,2500000,https://www.lamudi.com.ph/farm-lot-in-bagac-country-farm-highlands-166045786467.html
House and Lot For Sale (Corner Lot) 1 Unit Left!,"Amparo, Pavia",House,"House,single-family-house",102,110,None,3,2,122.5224708,10.780516,None,4200000,https://www.lamudi.com.ph/house-and-lot-for-sale-corner-lot-1-unit-left-166045616797.html
Baguio Condo-Type Bungalow House for Sale!!!,"Dontogan, Baguio",House,"House,single-family-house",100,150,None,4,3,120.573056,16.380265,None,9000000,https://www.lamudi.com.ph/condo-type-bungalow-for-sale-166040925559.html
For Sale Brand New Single Home in Congressional Avenue Quezon City,"Congressional Avenue, Quezon City",House,"House,single-family-house",240,400,None,4,4,121.031,14.66588,None,39000000,https://www.lamudi.com.ph/brandnew-single-home-in-congressional-avenue-qc-166040811561.html
Modern Townhouse in Mandaluyong For Sale,"Vergara, Mandaluyong",House,"House,townhouse",130,50,2,3,2,121.024192,14.576533,None,15000000,https://www.lamudi.com.ph/modern-townhouse-in-mandaluyong-for-sale-166039980451.html
"For Sale: 2-BR House in Camella Springville Executive, Molino, Bacoor, Cavite","Molino III, Bacoor",House,"House,single-family-house",110,84,1,2,2,120.9777822,14.3981207,None,4500000,https://www.lamudi.com.ph/for-sale-2-br-house-in-camella-springville-executi-166039729594.html
"Rent to own 2 Bedroom Condo Unit in Mactan, Cebu, near Resorts","Maribago, Lapu-Lapu",Condominium,"Condominium,double-bedroom",None,37.24,None,2,1,123.998707,10.290415,Bayanihan Flats Mactan 2,2630000,https://www.lamudi.com.ph/rent-to-own-2-bedroom-condo-unit-in-mactan-cebu-ne-166039355519.html
"2 Bedroom Townhouse For Sale in Isabel Terraces, Rodriguez, Rizal","San Jose, Rodriguez",House,"House,townhouse",51,54,None,2,1,121.136064,14.751305,None,3232941,https://www.lamudi.com.ph/house-and-lot-for-sale-2bedroom-1bathroom-166038693086.html
"Luxury ""Bespoke"" Kiara House for Sale inside the Village of Taguig City","Bambang, Taguig",House,"House,townhouse",158,220,4,3,3,121.06934,14.524033,None,48128734.17,https://www.lamudi.com.ph/luxury-bespoke-kiara-house-for-sale-inside-the-vil-166037574635.html
2BR Axis Residences|5% Early Move In Promo|P600K Discount!,"Buayang Bato, Mandaluyong",Condominium,"Condominium,double-bedroom",None,51.82,None,2,2,121.051068,14.569686,Axis Residences,9636422,https://www.lamudi.com.ph/2br-axis-residences-5-early-move-in-promo-p600k-di-166037398934.html
"Modern Fully Furnished Townhouse For Sale in Banilad, Cebu City","Banilad, Cebu",House,"House,townhouse",67,110,None,3,2,123.91229,10.345495,None,9000000,https://www.lamudi.com.ph/modern-townhouse-subdivision-16603698531.html
"Brand New Modern Tropical House For Sale near CLark, Angeles, Pampanga",Angeles,House,"House,single-family-house",154,200,2,3,4,120.6134411,15.139882,None,13500000,https://www.lamudi.com.ph/brand-new-modern-tropical-house-for-sale-near-clar-166036842134.html
"M Residences Taguig City, House for Sale in Mahogany Place 3","Bambang, Taguig",House,"House,single-family-house",198,304,2,2,2,121.06934,14.524033,None,55000000,https://www.lamudi.com.ph/m-residences-taguig-house-for-sale-mahogany-place-166036127529.html
For Sale House and Lot with swimming pool in Italia 500 BF Resort Las Pinas,"Talon Dos, Las Pinas",House,"House,single-family-house",413,500,2,4,4,120.985214,14.438526,None,38000000,https://www.lamudi.com.ph/modern-house-and-lot-with-swimming-pool-in-italia-166032176111.html
For Sale High-end 35 sqm Studio Unit with Parking in Makati - Century Spire,"Poblacion, Makati",Condominium,"Condominium,studio",None,35.29,1,1,1,121.0275016,14.5570169,Century Spire by Armani Casa,10576029.54,https://www.lamudi.com.ph/high-end-35-sqm-studio-unit-with-parking-in-makati-166031244945.html
Farm/Agricultural Lot For Sale in Mendez Cavite.  Near Tagaytay,"Palocpoc I, Mendez",Land,"Land,agricutural-lot",5716,None,None,None,None,120.87596,14.13508,None,22864000,https://www.lamudi.com.ph/farm-agricultural-lot-for-sale-in-mendez-cavite-ve-166030612478.html
"For Sale: 4 Bedroom House & Lot in Greenland Executive Village, San Mateo, Rizal","Ampid I, San Mateo",House,"House,single-family-house",102,145,2,4,3,121.121566,14.681735,None,9200000,https://www.lamudi.com.ph/for-sale-4-bedroom-house-and-lot-in-executive-vill-166030093687.html
For Sale Overlooking 5-Bedroom Villa Located in Sunny Hills Talamban Cebu City.,"Talamban, Cebu",House,"House,villas",2000,700,5,5,5,123.911374,10.36171,None,57700000,https://www.lamudi.com.ph/for-sale-overlooking-5-bedroom-villa-located-in-su-166029834589.html
1 Bedroom Park Avenue BGC for Sale,"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",None,37.5,1,1,1,121.0632793,14.5139759,Park Avenue,13000000,https://www.lamudi.com.ph/1-bedroom-park-avenue-bgc-for-sale-166029729748.html
"Baguio City Loakan Road Prime Residential Vacant Lot for Sale, 557  SQM","Loakan Proper, Baguio",Land,"Land,residential-lot",557,None,None,None,None,120.616748,16.377905,None,15460000,https://www.lamudi.com.ph/baguio-city-loakan-road-prime-residential-vacant-l-166029655749.html
"Elegant Modern Villa for Sale at Vie at Southern Plains, Calamba","Canlubang, Calamba",House,"House,villas",460,297,3,4,4,121.0533622,14.1857173,None,55000000,https://www.lamudi.com.ph/elegant-modern-villa-for-sale-at-laguna-16602931411.html
"Townhouse for sale in Georgia Residences, Minglanilla, Cebu","Calajo-An, Minglanilla",House,"House,townhouse",95.6,88.85,None,4,3,123.8027106,10.2405482,None,7277852.67,https://www.lamudi.com.ph/georgia-residences-minglanilla-cebu-166028984159.html
"Batasan Hills, Sunnyside Heights 3 Bedrooms House and Lot For Sale, Quezon City","Batasan Hills, Quezon City",House,"House,single-family-house",133,80,2,3,2,121.096563,14.681641,None,8400000,https://www.lamudi.com.ph/batasan-hills-sunnyside-heights-3bedrooms-house-an-166028816385.html
"Commercial Lot for Sale in Grace Park East, Caloocan City along EDSA","Grace Park East, Caloocan",Land,"Land,commercial-lot",625,None,None,None,None,120.9905434,14.6514006,None,237500000,https://www.lamudi.com.ph/commercial-lot-for-sale-in-caloocan-city-along-eds-166028391169.html
"Galoc Beach lot for sale in Galoc, Culion, Palawan","Galoc, Culion",Land,"Land,beach-lot",2400000,None,None,None,None,119.880757,11.914903,None,2400000000,https://www.lamudi.com.ph/galoc-beach-166028384340.html
"For Sale: House and Lot in Marikina City, Woodridge Heights!","Concepcion Uno, Marikina",House,"House,single-family-house",207,288,3,3,3,121.105875,14.649665,None,28000000,https://www.lamudi.com.ph/for-sale-house-and-lot-in-marikina-city-woodridge-166028240770.html
Ayala Alabang Village House and Lot for Sale in Muntinlupa City!,"Ayala Alabang, Muntinlupa",House,"House,single-family-house",784,1350,8,9,None,121.022321,14.405874,None,420000000,https://www.lamudi.com.ph/ayala-alabang-village-house-and-lot-for-sale-in-mu-16602816438.html
"Tagaytay Heights House and Lot for Sale in Tagaytay, Cavite","Kaybagal South, Tagaytay",House,"House,single-family-house",507,675.25,2,6,5,120.9331771,14.0937467,None,58000000,https://www.lamudi.com.ph/tagaytay-heights-house-and-lot-for-sale-in-tagayta-166028138129.html
"House and Lot For Sale In San Jose Village 2, Binan, Laguna","Binan, Binan",House,"House,single-family-house",142,120,1,3,4,121.0539924,14.2703263,None,6200000,https://www.lamudi.com.ph/house-and-lot-for-sale-in-san-jose-village-2-binan-166027778414.html
